n.oozh	33.5807	132.6011	108
n.uwah	33.4270	132.5055	98
n.tokh	33.9902	134.5337	-91
n.knnh	33.6628	134.3156	-104
n.tssh	32.7797	132.9718	-97
n.khuh	33.6748	133.8243	88
n.inoh	33.5313	133.4388	-92
n.murh	33.2866	134.1603	-212
n.knhh	34.6628	135.3896	-1993
n.tjrh	34.3977	135.2836	-1495
n.tish	34.5248	135.6608	29
n.ktnh	34.7630	135.7052	40
n.ssmh	33.5559	135.5454	30
n.nkth	33.6072	135.8619	-70
n.otoh	33.6948	135.5953	118
n.ktdh	33.6894	135.4396	-78
n.hrkh	33.9804	135.2122	-40
n.hnzh	34.1373	135.5369	300
n.nkmh	34.1314	135.3244	20
n.nagh	34.3228	135.4483	448
n.wkyh	34.2868	135.0714	-195
n.mhrh	34.2937	134.7941	-40
n.ssyh	35.0708	135.2811	118
n.kamh	35.1006	134.9037	45
n.kkgh	34.8166	134.8080	-83
n.ymsh	35.0322	134.6701	60
n.nkoh	35.0671	134.4234	102
n.hagh	35.2193	134.5237	265
n.kmgh	34.8995	134.3284	-20
n.aioh	34.7934	134.4797	-140
n.tjoh	34.9082	135.0844	40
n.sgrh	34.8530	136.0316	160
n.tagh	35.2383	136.3599	510
n.otuh	35.2482	135.8671	205
n.yzeh	34.6413	136.0512	176
n.hysh	34.4237	136.0294	289
n.tkwh	33.9666	135.6489	680
n.tkeh	33.9692	135.8574	380
n.kawh	34.2925	136.0022	258
n.krth	34.3061	135.8369	287
n.tamh	34.5070	133.8905	-190
n.seth	34.7501	134.0702	-171
n.okyh	34.7783	133.7890	-100
n.mabh	34.6429	133.6861	-51
n.mihh	34.3736	133.0236	-171
n.dwah	34.5482	132.9480	259
n.inmh	33.8252	135.2176	-60
n.hnoh	34.9638	136.2610	120
n.snth	35.2925	134.9071	-20
n.sguh	34.9313	134.5423	-30
n.chzh	35.2604	134.2173	30
n.hinh	35.2313	133.3909	310
n.mzkh	35.3553	133.4918	220
n.aksh	35.4668	133.6307	-94
n.hkth	35.2963	133.2604	69
n.nith	35.2235	133.0856	239
n.sdah	35.2243	132.7223	9
n.ooch	35.0918	132.5308	140
n.hsmh	34.8697	132.6396	65
n.iwah	34.8801	132.4208	200
n.kngh	34.8839	132.2026	60
n.mith	34.6940	132.0402	82
n.hikh	34.5725	132.0122	60
n.mhsh	35.5579	133.3004	-192
n.hirh	35.4259	132.8008	-171
n.ysdh	35.1634	132.8558	279
n.goth	35.0087	132.3069	-1
n.mich	34.3904	131.8925	148
n.tkbh	34.8684	133.8527	220
n.bseh	34.6756	133.5283	285
n.sgoh	35.0493	133.3169	464
n.ttah	34.9103	133.4055	330
n.ybrh	35.1809	133.6765	305
n.ksbh	35.2826	133.9263	295
n.syoh	35.0732	134.1162	-71
n.ohah	35.0999	134.3190	80
n.hnsh	34.7283	134.2744	-101
n.hkbh	34.9363	133.6205	117
n.migh	34.5183	133.1375	-41
n.nmkh	34.3785	133.3493	-175
n.knbh	34.5566	133.4179	-180
n.ktwh	34.9137	132.9123	239
n.kurh	34.2883	132.6411	128
n.skih	34.3935	132.1611	250
n.ksah	34.7016	132.9524	234
n.geih	34.7471	132.3794	612
n.hwsh	33.7751	134.4994	54
n.sadh	34.0112	134.0918	89
n.kydh	33.8778	134.1295	449
n.aykh	34.2186	133.9493	-29
n.mnoh	34.1980	133.7081	-196
n.tsmh	33.0556	132.5552	274
n.sjoh	33.8650	133.1840	-36
n.sinh	33.9154	133.6497	204
n.tbrh	33.9023	133.0658	-186
n.tbeh	33.7112	132.8032	5
n.hiyh	33.3348	132.7980	29
n.kwbh	33.5022	132.7480	89
n.ktgh	33.5421	134.1197	29
n.ghkh	33.7079	133.3641	489
n.tsyh	33.2683	132.9891	169
n.ooth	32.8414	132.7066	-46
n.ikkh	33.6472	133.1444	160
n.nakh	33.0754	132.9524	-69
n.kmeh	35.0469	135.4846	73
n.trih	34.5843	135.8541	28
n.ndgh	35.5243	135.1243	-141
n.ineh	35.7101	135.2496	-173
n.fkch	35.3130	135.1334	-261
n.mymh	35.2685	135.5508	89
n.yndh	33.5388	133.0016	354
n.ksmh	35.6208	134.6566	129
n.izsh	35.4574	134.8621	-87
n.iamh	35.5729	134.3426	-138
n.jnsh	34.8225	133.1674	489
n.hrsh	34.5810	132.4295	209
n.ikth	33.4719	132.3072	-146
n.sskh	33.3920	133.2866	-100
n.amnh	35.6814	135.0268	-147
n.atyh	36.3036	137.9390	493
n.aakh	36.3726	137.9203	483
n.mwdh	36.2118	137.9140	562
n.wmzh	37.2906	136.7578	-42
n.hofh	34.0494	131.5618	-165
n.mneh	34.1111	131.1434	-130
n.iknh	34.1891	132.1260	-115
n.syth	34.0270	132.0626	73
n.mkwh	34.1974	131.9943	-135
n.tkjh	34.2091	131.6859	-80
n.ubeh	33.9893	131.3012	-120
n.kikh	34.1149	131.0506	-170
n.tyuh	34.1349	130.9323	-156
n.tmgh	34.6257	131.6681	-90
n.mtmh	34.4837	131.6329	165
n.mtoh	34.2176	131.3597	47
n.ngth	34.3408	131.1770	-159
n.kkyh	33.8853	130.9795	-188
n.wkmh	33.6963	130.5963	-26
n.umih	33.5608	130.5499	85
n.kahh	33.5512	130.7451	-40
n.sgwh	33.5293	130.9503	270
n.bznh	33.5925	131.1348	-269
n.tarh	33.3674	130.6355	-423
n.kiwh	33.4654	130.8285	379
n.czeh	33.5080	129.8877	-84
n.imrh	33.2656	129.8798	-73
n.fjih	33.4098	130.2329	271
n.hsfh	33.3652	130.4049	-146
n.srih	33.1805	130.1048	-192
n.hrdh	33.2116	129.4353	-178
n.sbnh	33.2122	129.7652	27
n.sbsh	33.1256	129.8102	-191
n.kkih	32.9553	129.8026	-98
n.tkkh	32.9103	130.1408	-172
n.ngsh	32.6999	129.8625	-46
n.khkh	33.1089	130.6949	-26
n.ognh	33.1220	131.0629	306
n.kkch	32.9982	130.8300	-21
n.asvh	32.9514	131.0199	347
n.nmnh	32.9553	131.2207	592
n.hksh	32.8114	131.1010	380
n.msmh	32.6234	130.5584	-279
n.yabh	32.6501	131.0251	346
n.izmh	32.4901	130.9046	419
n.snwh	32.3152	130.1811	-141
n.askh	32.2918	130.5777	-201
n.hyoh	32.2052	130.7370	-19
n.uweh	32.2209	130.9096	-3
n.ygnh	33.4122	131.0326	51
n.ymgh	33.4581	131.4429	67
n.akih	33.4732	131.6859	-363
n.snih	33.1306	131.3473	273
n.nthh	33.1525	131.5420	62
n.takh	32.9726	131.3984	159
n.mieh	32.9870	131.5881	61
n.umwh	32.8392	131.5357	161
n.umeh	32.8486	131.6786	92
n.sikh	32.9278	131.8695	-18
n.gksh	32.6536	131.2257	501
n.kigh	32.6972	131.6829	-192
n.sbah	32.4754	131.1043	317
n.mrth	32.5181	131.3349	148
n.nanh	32.3470	131.2668	251
n.tgoh	32.3607	131.4643	-2
n.nrah	32.1987	131.1946	134
n.kwmh	32.2131	131.5307	-148
n.sukh	32.0421	131.0618	234
n.ktmh	32.0218	131.2900	-21
n.sdwh	32.0208	131.4700	-202
n.mjnh	31.8643	130.9454	422
n.mjsh	31.7301	131.0791	34
n.ncnh	31.5649	131.3510	-198
n.nsmh	32.1554	130.1191	-188
n.aknh	31.9940	130.2077	-161
n.myjh	31.9812	130.4438	9
n.senh	31.8374	130.3602	-87
n.kdih	31.8699	130.4958	-35
n.korh	31.6988	130.4594	-73
n.airh	31.7140	130.6149	-297
n.osuh	31.5618	130.9969	-54
n.crnh	31.3741	130.4333	18
n.ykwh	31.2066	130.6183	-123
n.sath	31.0899	130.6990	-114
n.genh	33.8501	130.5432	-177
n.ucnh	31.2583	131.0877	114
n.tynh	32.6344	130.7521	-41
n.mmth	32.1704	130.3647	-96
n.hygh	32.3654	131.5893	-28
n.hgih	34.3979	131.3774	-97
n.tkuh	33.9725	131.8149	-12
n.knsh	33.8260	132.1040	-43
n.tohh	33.9291	132.4046	-97
n.ukhh	33.2891	130.8170	-12
n.kkeh	33.2844	131.2118	298
n.msih	32.7967	130.8199	-199
n.tmnh	32.9873	130.5608	-47
n.nobh	32.5060	131.6958	-100
n.kyah	31.4005	130.8541	-63
n.mazh	36.1868	137.8030	760
n.ahmh	36.3137	137.8072	982
n.mnyh	36.1987	138.0122	830
n.manh	36.3127	138.0167	800
n.snbh	36.5533	137.9415	705
n.hsnh	35.5943	140.5107	-1640
n.ysth	36.2558	140.2028	-78
n.asoh	36.6343	139.4614	750
n.chsh	35.7056	140.8517	-44
n.ktuh	35.1803	140.2656	-12
n.iwkh	35.1015	139.8679	-5
n.khzh	34.1993	139.1353	60
n.mkeh	34.1092	139.5060	75
n.hcjh	33.0771	139.8396	40
n.akwh	35.5232	139.3149	-8
n.ymkh	35.4904	139.0594	564
n.krkh	35.4443	139.1157	515
n.mnzh	35.1458	139.1500	-150
n.asgh	35.3168	139.0247	386
n.hrth	35.3203	139.3088	-14
n.asyh	35.6386	138.3703	810
n.enzh	35.7392	138.8019	801
n.smbh	35.4189	138.4803	201
n.tr2h	35.5153	138.8838	151
n.gerh	35.7306	137.3021	620
n.kshh	35.2608	137.4058	343
n.nryh	35.0632	138.9597	-90
n.itoh	34.9521	139.1379	-82
n.jizh	34.9161	138.9936	255
n.hd2h	34.9678	138.8021	-35
n.hdah	34.9679	138.8017	-46
n.smdh	34.7409	138.9312	-18
n.ssnh	35.2655	138.8069	900
n.nmzh	35.1609	138.8431	109
n.sizh	35.1147	138.3267	77
n.okbh	34.9533	138.2506	-31
n.kmth	35.0331	138.2146	42
n.htnh	35.3029	138.2076	840
n.sumh	35.1724	138.1236	320
n.hkwh	35.0966	138.1351	339
n.hmoh	34.6342	138.1561	-63
n.ohsh	34.6859	138.0124	-65
n.mrih	34.8601	137.9424	-142
n.mskh	35.1981	137.9359	770
n.tnrh	34.9110	137.8821	85
n.mkbh	34.8050	137.5109	-39
n.toeh	35.0814	137.7208	250
n.abnh	34.6325	137.2313	40
n.kf2h	35.7421	138.5653	337
n.ssgh	36.0233	138.1400	811
n.suyh	35.9772	138.0636	965
n.tonh	36.0467	137.9917	889
n.tbsh	35.9814	140.1050	-929
n.mdrh	36.4931	139.3219	158
n.atgh	35.4040	139.3539	-1788
n.cbah	35.5458	140.2417	-1935
n.ckrh	34.9707	139.9459	-698
n.edsh	35.9509	140.3302	-1200
n.fchh	35.6539	139.4704	-2707
n.futh	35.3445	139.8554	-1997
n.hdkh	35.8990	139.3843	-1749
n.hhrh	35.7385	139.0732	605
n.hrmh	35.5541	139.6762	-536
n.hrnh	36.4632	138.8531	980
n.ichh	35.4042	140.1736	-146
n.issh	36.3143	139.1847	-1943
n.iwth	35.9290	139.7349	-3502
n.kgnh	35.7550	137.9688	630
n.koth	35.6114	139.8125	-2994
n.mokh	36.4458	139.9509	-1578
n.morh	35.9451	140.0015	1
n.moth	36.5566	140.2134	140
n.njmh	34.4236	139.2828	20
n.nmth	36.3654	140.5805	-74
n.nrth	35.8307	140.2980	-1288
n.nshh	35.6895	138.7340	-831
n.odwh	35.2524	139.1042	192
n.ohrh	36.3599	139.6877	105
n.omch	36.4946	137.7239	1070
n.sdmh	35.8675	138.5739	1270
n.shmh	35.7966	140.0206	-2277
n.sswh	36.1088	138.1297	987
n.st1h	34.5956	139.9183	-2197
n.st2h	34.7396	139.8393	-2339
n.st3h	34.7983	139.6435	-902
n.st4h	34.8931	139.5711	-933
n.st5h	34.9413	139.4213	-1486
n.st6h	35.0966	139.3778	-1130
n.ha2h	35.8284	140.7323	-918
n.fj2h	36.9853	139.6922	530
n.kkkh	35.5323	138.6045	408
n.myth	36.3308	138.4967	134
n.knah	36.1440	138.9129	827
n.mn2h	36.8620	139.0627	555
n.yksh	35.3583	139.0910	-1845
n.kt2h	35.1714	140.3398	-813
n.hbah	36.6984	137.8482	95
n.tskh	36.2137	140.0893	-36
n.kmwh	35.1384	139.9649	-1780
n.tkrh	35.8028	139.5353	-1970
n.truh	35.5138	138.9408	568
n.yfth	35.3700	139.6184	-38
n.ykhh	35.4991	139.5195	-1938
n.ymih	36.0509	139.4364	-52
n.yroh	35.2867	140.1529	-1920
n.yskh	35.2110	139.6964	-189
n.dgoh	36.8369	140.3181	8
n.thgh	36.7955	140.5750	404
n.juoh	36.6922	140.5484	228
n.gznh	36.5566	140.3013	-64
n.ymah	36.6405	140.3976	-212
n.ogoh	36.0274	138.9691	193
n.mnah	36.0715	139.0993	41
n.toih	35.9964	139.2191	77
n.hhnh	35.8637	139.2726	52
n.ch2h	35.7342	140.8230	-525
n.ty2h	34.9591	139.7885	-472
n.hojh	35.6701	139.2650	61
n.hh2h	35.7017	139.1275	258
n.fjoh	35.6437	139.1283	218
n.ym2h	35.4173	139.0436	228
n.mtdh	35.3663	139.1260	358
n.kiyh	35.4628	139.2146	243
n.hynh	35.5351	138.3087	586
n.ookh	35.6247	138.9777	263
n.msfh	35.5623	138.4490	146
n.mbuh	35.3509	138.4203	49
n.hmmh	34.6683	137.7441	-1007
n.sonh	35.3070	138.1973	776
n.ms2h	35.2233	137.9181	436
n.kneh	34.9398	138.0767	41
n.tt2h	35.0086	137.8409	220
n.sosh	35.0146	138.3526	-54
n.szuh	35.1304	138.4243	420
n.ithh	34.9467	139.0855	-161
n.fjeh	34.9142	138.2008	-13
n.sbkh	35.2028	138.5659	-226
n.knih	35.0854	138.9779	-101
n.ns2h	34.7988	138.7724	25
n.kwzh	34.7832	138.9700	26
n.mizh	34.6749	138.8340	-50
n.sakh	36.1425	138.5504	758
n.kadh	35.9324	137.5950	1048
n.kwkh	35.9735	138.5845	1073
n.agmh	35.7870	137.7173	793
n.inhh	35.8315	137.9236	588
n.hseh	35.7946	138.0824	718
n.ngih	35.6056	137.6105	326
n.mtkh	35.6152	137.8797	606
n.msnh	35.2986	137.9268	327
n.srwh	36.2743	136.8979	325
n.ktrh	36.2493	137.5174	708
n.tmah	36.1338	137.2208	519
n.asnh	36.0940	137.3438	688
n.tsuh	35.9514	136.8732	508
